book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,image_url
8111,689863624,9.78E+12,Cynthia Voigt,1982,"Dicey's Song (Tillerman Family, #2)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8112,1582408254,9.78E+12,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,The Walking Dead. Book Three,eng,4.43,https://images.gr-assets.com/books/1426446934m/763429.jpg
8113,,,Morgan Rice,2012,,eng,3.46,https://images.gr-assets.com/books/1392626603m/16299991.jpg
8114,679733787,9.78E+12,"Kōbō Abe, E. Dale Saunders",1962,砂の女 [Suna no onna],eng,3.91,https://images.gr-assets.com/books/1361254930m/9998.jpg
8115,140248927,9.78E+12,"Mario Vargas Llosa, Helen R. Lane",1977,La tía Julia y el escribidor,eng,3.9,https://images.gr-assets.com/books/1327993472m/77298.jpg
8116,62422960,9.78E+12,Victoria Aveyard,2015,Queen Song,,3.74,https://images.gr-assets.com/books/1437677533m/25005214.jpg
8117,1563895684,9.78E+12,"Warren Ellis, Darick Robertson, Rodney Ramos",1999,"Transmetropolitan, Vol. 3: Year of the Bastard",eng,4.4,https://images.gr-assets.com/books/1452027011m/22418.jpg
8118,,,James  Hankins,2015,,eng,3.66,https://images.gr-assets.com/books/1441065786m/25104491.jpg
8119,,,Amy Zhang,2014,Falling Into Place,,3.88,https://images.gr-assets.com/books/1393613084m/18163646.jpg
8120,60688246,9.78E+12,"Sheldon Vanauken, C.S. Lewis",1977,A Severe Mercy,en-US,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8121,307265722,9.78E+12,Charles C. Mann,2011,1493: Uncovering the New World Columbus Created,en-GB,4.05,https://images.gr-assets.com/books/1327900945m/9862761.jpg
8122,758254091,9.78E+12,Anna Jean Mayhew,2011,The Dry Grass of August,,3.82,https://images.gr-assets.com/books/1327170212m/9429531.jpg
8123,545298431,9.78E+12,Linda Sue Park,2012,,eng,4.2,https://images.gr-assets.com/books/1358266266m/12107927.jpg
8124,385528078,9.78E+12,Colson Whitehead,2010,,eng,3.25,https://images.gr-assets.com/books/1327888785m/10365343.jpg
8125,843960434,9.78E+12,Jennifer Ashley,2009,The Madness of Lord Ian Mackenzie,eng,4.07,https://images.gr-assets.com/books/1322336718m/5981872.jpg
8126,99453452,9.78E+12,Stephen Hunter,1993,Point of Impact,eng,4.26,https://images.gr-assets.com/books/1315656617m/127712.jpg
8127,009947915X,9.78E+12,J.M. Coetzee,1983,Life & Times of Michael K.,,3.85,https://images.gr-assets.com/books/1327203650m/6193.jpg
8128,044900483X,9.78E+12,Mary Doria Russell,1998,Children of God,eng,4.05,https://images.gr-assets.com/books/1373509005m/16948.jpg
8129,,,Kendra Elliot,2014,,eng,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8130,718152433,9.78E+12,Jamie Oliver,2007,Jamie at Home: Cook Your Way to the Good Life,,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8131,425197395,9.78E+12,Clive Cussler,1973,The Mediterranean Caper,eng,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8132,451454243,9.78E+12,"Marion Zimmer Bradley, Diana L. Paxson",1993,The Forest House,eng,3.85,https://images.gr-assets.com/books/1319444215m/18892.jpg
8133,743484193,9.78E+12,John Sandford,1999,Certain Prey,eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8134,425210812,9.78E+12,MaryJanice Davidson,2005,Undead and Unreturnable,en-US,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8135,441014763,9.78E+12,Jack Campbell,2007,"Fearless (The Lost Fleet, #2)",,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8136,553578553,9.78E+12,Sara Donati,2000,Dawn on a Distant Shore,en-US,4.19,https://images.gr-assets.com/books/1403186902m/820956.jpg
8137,,,Tarryn Fisher,2015,,,4.13,https://images.gr-assets.com/books/1449432878m/25828204.jpg
8138,,9.78E+12,David Ebershoff,2000,The Danish Girl,eng,3.74,https://images.gr-assets.com/books/1451790312m/27864391.jpg
8139,525426361,9.78E+12,"Esther Earl, Lori Earl, Wayne Earl, John Green",2014,,eng,4.19,https://images.gr-assets.com/books/1392015126m/17675031.jpg
8140,60898526,9.78E+12,Aldous Huxley,1958,Brave New World Revisited ,en-US,3.93,https://images.gr-assets.com/books/1410136964m/5481.jpg
8141,345301110,9.78E+12,"Pauline Réage, Sabine d'Estree",1954,Histoire d'O,eng,3.34,https://images.gr-assets.com/books/1464369941m/40483.jpg
8142,60757639,9.78E+12,Robin Hobb,2006,Forest Mage,en-US,3.35,https://images.gr-assets.com/books/1446012746m/45106.jpg
8143,380726297,9.78E+12,Dennis Lehane,1997,Sacred,,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8144,,,Kendra Elliot,2012,Hidden ,eng,3.98,https://images.gr-assets.com/books/1386936783m/18799585.jpg
8145,,,Penelope Douglas,2016,Punk 57,,4.22,https://images.gr-assets.com/books/1466189204m/29104680.jpg
8146,425138232,9.78E+12,Jack Higgins,1992,Eye of the Storm,eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8147,,,Sean Patrick,2013,Nikola Tesla: Imagination and the Man That Invented the 20th Century,eng,3.79,https://images.gr-assets.com/books/1366561721m/17835351.jpg
8148,60880120,9.78E+12,Meg Cabot,2006,How to Be Popular,eng,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8149,451530098,9.78E+12,"George Bernard Shaw, Alan Jay Lerner",1956,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),,4.24,https://images.gr-assets.com/books/1327891970m/7707.jpg
8150,345432401,9.78E+12,Mario Puzo,1999,Omertà,eng,3.68,https://images.gr-assets.com/books/1327867034m/22028.jpg
8151,62103733,9.78E+12,Elizabeth Norris,2012,Unraveling,en-US,3.84,https://images.gr-assets.com/books/1337474732m/12157365.jpg
8152,330311735,9.78E+12,Richard Bach,1988,One,,3.94,https://images.gr-assets.com/books/1356137029m/265264.jpg
8153,763618985,9.78E+12,Kate DiCamillo,2001,The Tiger Rising,eng,3.78,https://images.gr-assets.com/books/1479692331m/37187.jpg
8154,886774268,9.78E+12,Mercedes Lackey,1990,Magic's Price,eng,4.26,https://images.gr-assets.com/books/1478489331m/28734.jpg
8155,,,George R.R. Martin,1998,The Hedge Knight,eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8156,425173909,9.78E+12,Agatha Christie,1953,After the Funeral ,eng,3.84,https://images.gr-assets.com/books/1384881992m/527744.jpg
8157,1582404976,9.78E+12,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005,Wanted,,3.71,https://images.gr-assets.com/books/1355855954m/160848.jpg
8158,1421506297,9.78E+12,"Tsugumi Ohba, Takeshi Obata",2005,デスノート #8 (Desu Nōto) Mato (的),eng,4.27,https://images.gr-assets.com/books/1487897453m/13614.jpg
8159,785122133,9.78E+12,"Chris Claremont, John Byrne",1983,,eng,4.26,https://images.gr-assets.com/books/1409504820m/103111.jpg
8160,375714499,9.78E+12,"Noam Chomsky, Edward S. Herman",1988,Manufacturing Consent: The Political Economy of the Mass Media,eng,4.22,https://images.gr-assets.com/books/1222383663m/12617.jpg
8161,670557110,9.78E+12,"Astrid Lindgren, Gerry Bothmer",1948,Pippi Långstrump i Söderhavet,en-US,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8162,192834401,9.78E+12,Horace Walpole,1764,,eng,3.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8163,330314920,9.78E+12,Cormac McCarthy,1968,Outer Dark,,3.88,https://images.gr-assets.com/books/1356452527m/40471.jpg
8164,,,Kresley Cole,2013,Endless Knight ,eng,4.39,https://images.gr-assets.com/books/1369329231m/16175040.jpg
8165,312890176,9.78E+12,Gene Wolfe,1994,Shadow & Claw,eng,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8166,812995228,9.78E+12,Julia Pierpont,2015,Parmi les dix milliers de choses,eng,2.84,https://images.gr-assets.com/books/1464907467m/23503361.jpg
8167,743250451,9.78E+12,Hunter S. Thompson,1979,The Great Shark Hunt: Strange Tales from a Strange Time,en-US,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8168,395957761,9.78E+12,"Anne Sexton, Maxine Kumin",1981,The Complete Poems: Anne Sexton,en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8169,316098124,9.78E+12,Kim Stanley Robinson,2012,2312,eng,3.43,https://images.gr-assets.com/books/1405778758m/11830394.jpg
8170,689806981,9.78E+12,Sharon M. Draper,1994,Tears of a Tiger,eng,4.16,https://images.gr-assets.com/books/1348102787m/119838.jpg
8171,61231428,9.78E+12,James Rollins,2009,Altar of Eden,en-US,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8172,1591169909,9.78E+12,Bisco Hatori,2003,桜蘭高校ホスト部 2,eng,4.46,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8173,810949148,9.78E+12,"Michael Buckley, Peter Ferguson",2006,The Problem Child,en-US,4.27,https://images.gr-assets.com/books/1349015533m/176326.jpg
8174,195170342,195170342,David Hackett Fischer,2003,Washington's Crossing,eng,4.11,https://images.gr-assets.com/books/1353284022m/1206073.jpg
8175,679783482,9.78E+12,Salman Rushdie,2005,Shalimar the Clown,eng,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8176,688172377,9.78E+12,"Waris Dirie, Cathleen Miller",1998,Desert Flower: The Extraordinary Journey of a Desert Nomad,eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8177,345467817,9.78E+12,Eric S. Nylund,2003,First Strike,en-GB,4.12,https://images.gr-assets.com/books/1320418133m/615921.jpg
8178,,,Natasha Preston,2013,Broken Silence,eng,4.14,https://images.gr-assets.com/books/1388207146m/16117182.jpg
8179,1861977166,9.78E+12,"Tom Peters, Robert H. Waterman Jr.",1982,In Search of Excellence,,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8180,316239992,9.78E+12,"James Patterson, Emily Raymond",2013,First Love,,3.76,https://images.gr-assets.com/books/1408925704m/17899392.jpg
8181,1401204457,9.78E+12,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005,Batman Chronicles: Volume 1,en-US,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8182,307730697,9.78E+12,Eric Blehm,2012,,,4.53,https://images.gr-assets.com/books/1351386173m/12878300.jpg
8183,1434764338,9.78E+12,Lisa Tawn Bergren,2011,Waterfall,en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8184,385682824,9.78E+12,Rachel Joyce,2014,The Love Song of Miss Queenie Hennessy,eng,4.04,https://images.gr-assets.com/books/1403202599m/20890479.jpg
8185,345435753,9.78E+12,Terry Brooks,2002,Morgawr ,eng,3.96,https://images.gr-assets.com/books/1341521219m/15559.jpg
8186,340752459,9.78E+12,Rosamunde Pilcher,1990,September,eng,4.12,https://images.gr-assets.com/books/1420776195m/116053.jpg
8187,1884214495,9.78E+12,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956,The Last Question (When the World Ends),eng,4.58,https://images.gr-assets.com/books/1274107046m/4808763.jpg
8188,140189424,9.78E+12,"Saul Bellow, Luciano Bianciardi",1959,Henderson the Rain King,eng,3.79,https://images.gr-assets.com/books/1297116277m/52783.jpg
8189,451209435,9.78E+12,Erica Jong,1973,Fear of Flying,en-US,3.44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8190,316176044,9.78E+12,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011,Red Riding Hood,en-US,3.51,https://images.gr-assets.com/books/1344267754m/9349915.jpg
8191,9381626715,9.79E+12,Rashmi Bansal,2008,Stay Hungry Stay Foolish,eng,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8192,140568190,9.78E+12,"Roald Dahl, Quentin Blake",1985,The Giraffe and the Pelly and Me,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8193,1250039819,9.78E+12,Nickolas Butler,2014,Shotgun Lovesongs,eng,3.78,https://images.gr-assets.com/books/1396818566m/17934521.jpg
8194,440240956,9.78E+12,Conn Iggulden,2004,"The Death of Kings (Emperor, #2)",eng,4.25,https://images.gr-assets.com/books/1320470253m/671724.jpg
8195,375435484,9.78E+12,Mireille Guiliano,2004,French Women Don't Get Fat,eng,3.48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8196,061858532X,9.78E+12,Laura Whitcomb,2005,A Certain Slant of Light,en-US,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8197,1416936408,9.78E+12,Scott Westerfeld,2007,"The Uglies Trilogy (Uglies, #1-3)",,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8198,62311115,9.78E+12,Greg Iles,2015,The Bone Tree,en-US,4.18,https://images.gr-assets.com/books/1421259645m/22693231.jpg
8199,312939779,9.78E+12,Jeffrey Archer,2005,False Impression,en-US,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8200,1926760689,9.78E+12,"pleasefindthis, Iain S. Thomas, Jon Ellis",2011,I Wrote This For You,eng,4.17,https://images.gr-assets.com/books/1413756174m/13105527.jpg
8201,1400049350,9.78E+12,"Ina Garten, Quentin Bacon",2004,Barefoot in Paris,en-GB,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8202,1591163595,9.78E+12,Masashi Kishimoto,2000,,eng,4.44,https://images.gr-assets.com/books/1435524968m/204045.jpg
8203,60589353,9.78E+12,Louise Rennison,2004,...and that's when it fell off in my hand,,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8204,,,Natasha Anders,2012,The Unwanted Wife,eng,3.94,https://images.gr-assets.com/books/1349084566m/16056862.jpg
8205,,,Emma Chase,2016,Royally Screwed,eng,4.11,https://images.gr-assets.com/books/1463068765m/29991719.jpg
8206,61626317,9.78E+12,Anna Godbersen,2009,Splendor,en-US,3.84,https://images.gr-assets.com/books/1295983771m/6239873.jpg
8207,1582870950,9.78E+12,Charlotte Brontë,1857,The Professor,eng,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8208,451234863,9.78E+12,Chloe Neill,2011,"Drink Deep (Chicagoland Vampires, #5)",en-US,4.12,https://images.gr-assets.com/books/1296789716m/9815702.jpg
8209,,,غسان كنفاني,1963,رجال في الشمس,ara,4.16,https://images.gr-assets.com/books/1321707850m/4653511.jpg
8210,698400011,9.78E+12,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",1836,Den lille havfrue,en-US,4.02,https://images.gr-assets.com/books/1309204955m/132391.jpg
8211,60525134,9.78E+12,Meg Cabot,2007,"Big Boned (Heather Wells, #3)",eng,3.84,https://images.gr-assets.com/books/1496810737m/207687.jpg
8212,802131867,9.78E+12,Jack Kerouac,1958,The Subterraneans,eng,3.68,https://images.gr-assets.com/books/1428958819m/330760.jpg
8213,745917437,9.78E+12,"Angela Elwell Hunt, Tim Jonke",1989,The Tale of Three Trees: A Traditional Folktale,en-US,4.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8214,1593072953,9.78E+12,Frank Miller,1994,Sin City: The Big Fat Kill,en-US,4.1,https://images.gr-assets.com/books/1470924869m/419103.jpg
8215,7120842,9.78E+12,Agatha Christie,1942,The Moving Finger,en-GB,3.84,https://images.gr-assets.com/books/1396227246m/16341.jpg
8216,042516098X,9.78E+12,Patricia Cornwell,1996,Hornet's Nest,eng,3.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8217,785267239,9.78E+12,"John Eldredge, Brent Curtis",1997,The Sacred Romance Drawing Closer To The Heart Of God,eng,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8218,590590898,9.78E+12,Louis Sachar,1987,There's a Boy in the Girls' Bathroom,eng,3.95,https://images.gr-assets.com/books/1346870062m/236056.jpg
8219,037321099X,9.78E+12,Katie McGarry,2013,Crash Into You,eng,4.28,https://images.gr-assets.com/books/1370532247m/17233800.jpg
8220,375504877,9.78E+12,Edmund Morris,2010,Colonel Roosevelt,eng,4.1,https://images.gr-assets.com/books/1320530371m/7993566.jpg
8221,081120958X,9.78E+12,"William Carlos Williams, Charles Tomlinson",1949,Selected Poems,,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8222,553100351,9.78E+12,Timothy Zahn,1998,Star Wars: Vision of the Future,eng,4.06,https://images.gr-assets.com/books/1328289436m/77786.jpg
8223,4103534230,9.78E+12,Haruki Murakami,2009,1Q84 Book 2 [Ichi-kyū-hachi-yon],jpn,4.04,https://images.gr-assets.com/books/1329955515m/6449422.jpg
8224,,,Ali Smith,2014,How to Be Both,eng,3.61,https://images.gr-assets.com/books/1405890478m/20439328.jpg
8225,60724560,9.78E+12,Meg Cabot,2006,Princess on the Brink,,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8226,140435476,9.78E+12,"Thomas Hardy, Patricia Ingham",1887,The Woodlanders,eng,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8227,312591845,9.78E+12,Jane Green,2014,,eng,3.59,https://images.gr-assets.com/books/1386626870m/17934385.jpg
8228,385524927,9.78E+12,Barbara Delinsky,2009,While My Sister Sleeps,en-US,3.82,https://images.gr-assets.com/books/1320495122m/4071018.jpg
8229,142000957,9.78E+12,Mark Bowden,2001,Killing Pablo: The Hunt for the World's Greatest Outlaw,,3.93,https://images.gr-assets.com/books/1311648121m/419083.jpg
8230,1451672721,9.78E+12,Chris Cleave,2012,Gold,eng,3.68,https://images.gr-assets.com/books/1340468522m/12968662.jpg
8231,1554682746,9.78E+12,Lesley Livingston,2009,Wondrous Strange,eng,3.69,https://images.gr-assets.com/books/1327879404m/3064985.jpg
8232,60731427,9.78E+12,Franklin Foer,2004,How Soccer Explains the World: An Unlikely Theory of Globalization,,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8233,141183047,9.78E+12,"Fernando Pessoa, Richard Zenith",1913,Livro do Desassossego,eng,4.5,https://images.gr-assets.com/books/1382871857m/45974.jpg
8234,1401232086,9.78E+12,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012,"Batman: Earth One, Volume 1",eng,4.06,https://images.gr-assets.com/books/1344369854m/12791521.jpg
8235,159448841X,9.78E+12,"Anne Lamott, Sam Lamott",2012,,en-US,3.61,https://images.gr-assets.com/books/1325716296m/12475019.jpg
8236,425204332,9.78E+12,MaryJanice Davidson,2005,Undead and Unappreciated,en-US,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8237,1455525898,9.78E+12,"Douglas Preston, Lincoln Child",2014,Blue Labyrinth,eng,4.11,https://images.gr-assets.com/books/1408116686m/20980959.jpg
8238,670022209,9.78E+12,Manning Marable,2011,Malcolm X: A Life of Reinvention,eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8239,60723513,9.78E+12,Marlo Morgan,1990,Mutant Message Down Under,eng,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8240,440244501,9.78E+12,Lara Adrian,2009,Ashes of Midnight,eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
